  lc        k         e         sdir      sby       sbz       ux        uy        uz        Di        Do        t       
  -         -         -         MPa       MPa       MPa       -         -         -         mm        mm        mm      
        9.        6.      131.  0.49E+01  0.17E+01  0.28E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
        9.        6.      216.  0.18E+00  0.65E-01  0.86E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        6.      217.  0.18E+00  0.65E-01  0.87E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        7.       80.  0.16E+01  0.56E+01  0.27E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
        9.        7.      235.  0.41E-01  0.91E-03  0.53E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        7.      288.  0.54E-01  0.71E-03  0.48E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        8.      130.  0.16E+01  0.45E+00  0.62E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
        9.        8.      252.  0.41E-01  0.10E-02  0.53E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        8.      253.  0.54E-01  0.49E-03  0.48E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        9.      180.  0.11E+01  0.41E+00  0.68E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
        9.        9.      270.  0.54E-01  0.15E-02  0.12E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
        9.        9.      271.  0.54E-01  0.16E-02  0.12E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        1.        1.  0.79E+01  0.16E-03  0.27E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        2.       11.  0.79E+01  0.57E-03  0.27E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        3.       21.  0.58E+01  0.30E+00  0.52E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        4.       10.  0.72E+01  0.30E-01  0.51E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        4.       31.  0.54E+01  0.80E+01  0.57E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        4.      181.  0.46E+00  0.34E-01  0.12E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        4.      234.  0.14E+00  0.41E-01  0.91E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        5.       20.  0.72E+01  0.16E-01  0.51E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        5.       81.  0.54E+01  0.97E+00  0.98E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        5.      198.  0.46E+00  0.35E-01  0.12E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        5.      199.  0.14E+00  0.39E-01  0.91E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        6.       30.  0.51E+01  0.57E+01  0.99E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        6.      131.  0.48E+01  0.18E+01  0.31E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        6.      216.  0.15E+00  0.65E-01  0.94E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        6.      217.  0.15E+00  0.67E-01  0.94E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        7.       80.  0.16E+01  0.59E+01  0.29E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        7.      235.  0.57E-01  0.26E-02  0.43E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        7.      288.  0.27E-01  0.12E-02  0.52E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        8.      130.  0.16E+01  0.42E+00  0.66E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        8.      252.  0.57E-01  0.11E-02  0.43E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        8.      253.  0.27E-01  0.27E-02  0.52E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        9.      180.  0.10E+01  0.12E+01  0.20E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       10.        9.      270.  0.27E-01  0.45E-02  0.21E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       10.        9.      271.  0.27E-01  0.30E-02  0.21E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        1.        1.  0.78E+01  0.13E-03  0.22E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        2.       11.  0.78E+01  0.74E-03  0.22E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        3.       21.  0.60E+01  0.24E+00  0.41E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        4.       10.  0.71E+01  0.24E-01  0.41E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        4.       31.  0.54E+01  0.72E+01  0.49E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        4.      181.  0.45E+00  0.30E-01  0.79E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        4.      234.  0.18E+00  0.36E-01  0.79E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        5.       20.  0.71E+01  0.74E-02  0.41E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        5.       81.  0.54E+01  0.68E+00  0.87E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        5.      198.  0.45E+00  0.32E-01  0.80E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        5.      199.  0.18E+00  0.33E-01  0.79E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        6.       30.  0.53E+01  0.45E+01  0.78E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        6.      131.  0.49E+01  0.99E+00  0.17E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        6.      216.  0.18E+00  0.47E-01  0.71E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        6.      217.  0.18E+00  0.50E-01  0.71E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        7.       80.  0.16E+01  0.53E+01  0.22E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        7.      235.  0.75E-01  0.72E-02  0.50E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        7.      288.  0.19E-01  0.43E-02  0.42E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        8.      130.  0.16E+01  0.73E+00  0.57E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        8.      252.  0.75E-01  0.44E-02  0.50E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        8.      253.  0.18E-01  0.71E-02  0.42E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        9.      180.  0.11E+01  0.14E+01  0.23E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       11.        9.      270.  0.18E-01  0.13E-01  0.22E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       11.        9.      271.  0.19E-01  0.10E-01  0.22E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        1.        1.  0.75E+01  0.62E-04  0.11E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        2.       11.  0.75E+01  0.83E-03  0.11E-03  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        3.       21.  0.66E+01  0.11E+00  0.19E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        4.       10.  0.68E+01  0.12E-01  0.20E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        4.       31.  0.53E+01  0.52E+01  0.28E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        4.      181.  0.42E+00  0.17E-01  0.11E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        4.      234.  0.26E+00  0.22E-01  0.48E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        5.       20.  0.68E+01  0.50E-02  0.21E-01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        5.       81.  0.53E+01  0.17E+00  0.59E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        5.      198.  0.42E+00  0.21E-01  0.10E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        5.      199.  0.26E+00  0.18E-01  0.48E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        6.       30.  0.59E+01  0.21E+01  0.36E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        6.      131.  0.50E+01  0.51E+00  0.90E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        6.      216.  0.26E+00  0.16E-01  0.25E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        6.      217.  0.26E+00  0.21E-01  0.25E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        7.       80.  0.15E+01  0.40E+01  0.84E+00  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        7.      235.  0.81E-01  0.10E-01  0.72E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        7.      288.  0.51E-01  0.59E-02  0.23E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        8.      130.  0.15E+01  0.13E+01  0.39E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        8.      252.  0.81E-01  0.61E-02  0.72E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        8.      253.  0.51E-01  0.10E-01  0.24E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        9.      180.  0.12E+01  0.76E+00  0.13E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       12.        9.      270.  0.51E-01  0.18E-01  0.14E+01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       12.        9.      271.  0.51E-01  0.14E-01  0.14E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        1.        1.  0.67E+01  0.86E-04  0.88E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        2.       11.  0.74E+01  0.11E+00  0.22E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        3.       21.  0.74E+01  0.11E+00  0.75E-11  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        4.       10.  0.60E+01  0.16E-01  0.26E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        4.       31.  0.51E+01  0.83E+00  0.11E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        4.      181.  0.38E+00  0.12E-01  0.50E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        4.      234.  0.38E+00  0.12E-01  0.50E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        5.       20.  0.67E+01  0.20E+01  0.38E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        5.       81.  0.53E+01  0.35E+01  0.30E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        5.      198.  0.38E+00  0.16E-01  0.53E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        5.      199.  0.36E+00  0.13E-01  0.22E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        6.       30.  0.67E+01  0.20E+01  0.14E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        6.      131.  0.53E+01  0.35E+01  0.30E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        6.      216.  0.36E+00  0.13E-01  0.22E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        6.      217.  0.38E+00  0.16E-01  0.53E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        7.       80.  0.13E+01  0.85E+00  0.95E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        7.      235.  0.59E-01  0.18E-01  0.98E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        7.      288.  0.59E-01  0.18E-01  0.98E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        8.      130.  0.15E+01  0.16E+01  0.29E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        8.      252.  0.59E-01  0.10E-01  0.13E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        8.      253.  0.83E-01  0.80E-02  0.93E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        9.      180.  0.15E+01  0.16E+01  0.29E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       13.        9.      270.  0.83E-01  0.80E-02  0.93E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       13.        9.      271.  0.59E-01  0.10E-01  0.13E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        1.        1.  0.62E+01  0.77E-04  0.11E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        2.       11.  0.77E+01  0.22E+00  0.28E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        3.       21.  0.77E+01  0.22E+00  0.16E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        4.       10.  0.55E+01  0.15E-01  0.34E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        4.       31.  0.49E+01  0.32E+01  0.23E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        4.      181.  0.44E+00  0.12E-01  0.31E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        4.      234.  0.44E+00  0.12E-01  0.31E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        5.       20.  0.70E+01  0.41E+01  0.50E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        5.       81.  0.54E+01  0.52E+01  0.36E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        5.      198.  0.44E+00  0.13E-01  0.93E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        5.      199.  0.32E+00  0.89E-02  0.63E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        6.       30.  0.70E+01  0.41E+01  0.31E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        6.      131.  0.54E+01  0.52E+01  0.36E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        6.      216.  0.32E+00  0.89E-02  0.63E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        6.      217.  0.44E+00  0.13E-01  0.93E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        7.       80.  0.11E+01  0.24E+01  0.21E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        7.      235.  0.36E-01  0.16E-01  0.19E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        7.      288.  0.36E-01  0.16E-01  0.19E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        8.      130.  0.15E+01  0.32E+01  0.33E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        8.      252.  0.36E-01  0.95E-02  0.29E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        8.      253.  0.81E-01  0.60E-02  0.72E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        9.      180.  0.15E+01  0.32E+01  0.33E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       14.        9.      270.  0.81E-01  0.60E-02  0.72E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       14.        9.      271.  0.36E-01  0.95E-02  0.29E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        1.        1.  0.61E+01  0.22E-03  0.12E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        2.       11.  0.78E+01  0.25E+00  0.28E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        3.       21.  0.78E+01  0.25E+00  0.19E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        4.       10.  0.54E+01  0.42E-01  0.36E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        4.       31.  0.49E+01  0.51E+01  0.27E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        4.      181.  0.47E+00  0.10E-01  0.42E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        4.      234.  0.47E+00  0.10E-01  0.42E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        5.       20.  0.71E+01  0.48E+01  0.53E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        5.       81.  0.54E+01  0.55E+01  0.38E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        5.      198.  0.47E+00  0.73E-02  0.10E+02  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        5.      199.  0.30E+00  0.27E-02  0.89E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        6.       30.  0.71E+01  0.48E+01  0.36E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        6.      131.  0.54E+01  0.55E+01  0.38E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        6.      216.  0.30E+00  0.27E-02  0.89E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        6.      217.  0.47E+00  0.73E-02  0.10E+02  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        7.       80.  0.11E+01  0.20E+01  0.24E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        7.      235.  0.11E-01  0.73E-02  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        7.      288.  0.11E-01  0.73E-02  0.17E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        8.      130.  0.16E+01  0.41E+01  0.34E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        8.      252.  0.11E-01  0.56E-02  0.38E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        8.      253.  0.61E-01  0.17E-02  0.64E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        9.      180.  0.16E+01  0.41E+01  0.34E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       15.        9.      270.  0.61E-01  0.17E-02  0.64E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       15.        9.      271.  0.11E-01  0.56E-02  0.38E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        1.        1.  0.63E+01  0.30E-03  0.11E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        2.       11.  0.77E+01  0.22E+00  0.33E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        3.       21.  0.77E+01  0.22E+00  0.16E-10  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        4.       10.  0.56E+01  0.58E-01  0.33E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        4.       31.  0.50E+01  0.46E+01  0.23E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        4.      181.  0.48E+00  0.66E-02  0.37E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        4.      234.  0.48E+00  0.66E-02  0.37E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        5.       20.  0.70E+01  0.41E+01  0.49E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        5.       81.  0.54E+01  0.47E+01  0.36E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        5.      198.  0.47E+00  0.14E-03  0.88E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        5.      199.  0.30E+00  0.35E-02  0.62E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        6.       30.  0.70E+01  0.41E+01  0.30E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        6.      131.  0.54E+01  0.47E+01  0.36E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        6.      216.  0.30E+00  0.35E-02  0.62E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        6.      217.  0.47E+00  0.14E-03  0.88E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        7.       80.  0.11E+01  0.50E+00  0.21E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        7.      235.  0.38E-01  0.17E-02  0.97E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        7.      288.  0.38E-01  0.17E-02  0.97E+00  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        8.      130.  0.15E+01  0.40E+01  0.33E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        8.      252.  0.38E-01  0.24E-02  0.36E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        8.      253.  0.44E-01  0.76E-03  0.69E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        9.      180.  0.15E+01  0.40E+01  0.33E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       16.        9.      270.  0.44E-01  0.76E-03  0.69E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       16.        9.      271.  0.38E-01  0.24E-02  0.36E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        1.        1.  0.67E+01  0.30E-03  0.92E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        2.       11.  0.76E+01  0.13E+00  0.22E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        3.       21.  0.76E+01  0.13E+00  0.90E-11  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        4.       10.  0.60E+01  0.58E-01  0.27E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        4.       31.  0.51E+01  0.21E+01  0.13E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        4.      181.  0.45E+00  0.14E-02  0.20E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        4.      234.  0.45E+00  0.14E-02  0.20E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        5.       20.  0.68E+01  0.25E+01  0.41E-12  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        5.       81.  0.54E+01  0.31E+01  0.31E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        5.      198.  0.45E+00  0.74E-02  0.54E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        5.      199.  0.32E+00  0.86E-02  0.50E-01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        6.       30.  0.68E+01  0.25E+01  0.17E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        6.      131.  0.54E+01  0.31E+01  0.31E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        6.      216.  0.32E+00  0.86E-02  0.50E-01  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        6.      217.  0.45E+00  0.74E-02  0.54E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        7.       80.  0.13E+01  0.14E+01  0.12E-09  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        7.      235.  0.47E-01  0.13E-02  0.96E-01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        7.      288.  0.47E-01  0.13E-02  0.96E-01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        8.      130.  0.15E+01  0.31E+01  0.30E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        8.      252.  0.47E-01  0.21E-03  0.27E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        8.      253.  0.33E-01  0.15E-02  0.84E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        9.      180.  0.15E+01  0.31E+01  0.30E+01  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       17.        9.      270.  0.33E-01  0.15E-02  0.84E+00  0.000000  1.000000  1.000000  0.90E+03  0.10E+04  0.12E+02
       17.        9.      271.  0.47E-01  0.21E-03  0.27E+01  0.865031  0.501718  1.000000  0.90E+03  0.10E+04  0.12E+02
       18.        1.        1.  0.71E+01  0.22E-03  0.69E-14  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        2.       11.  0.73E+01  0.21E-01  0.19E-13  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
       18.        3.       21.  0.73E+01  0.21E-01  0.11E-11  1.000000  1.000000  0.000000  0.90E+03  0.10E+04  0.12E+02
